ds,yhat,yhat_lower,yhat_upper
2012-04-30,375103.85592049477,368182.79715966136,381308.85837982973
2012-05-31,375194.9811185728,368403.5372551327,381260.91696544853
2012-06-30,375055.5906933982,369083.1142688368,381668.4130706092
2012-07-31,374378.65334433207,368241.0607755313,381406.52572449035
2012-08-31,373618.9370578082,367550.1126996124,379579.32551660656
2012-09-30,374084.2690673388,368017.08482017595,380410.09269827
2012-10-31,374182.3351137889,367664.7007037563,380245.2358285043
2012-11-30,374879.50457777246,368589.2328579203,381120.9679876257
2012-12-31,375695.3606665147,369153.4045084234,382322.73338283825
2013-01-31,376524.2442224699,369780.0789341741,383039.7876680699
2013-02-28,376975.7920139745,369983.59905013174,384108.1581725558
2013-03-31,378083.1139168839,371763.11019129236,384768.7549775513
2013-04-30,379457.52763160586,372815.59973242786,385735.9759547191
2013-05-31,380776.59793712304,374298.44959511724,387658.61834650306
2013-06-30,382584.7632806632,375722.56171978044,388910.8802175285
2013-07-31,384007.9621601835,377724.19523012696,390752.38729887083
2013-08-31,385251.66565402376,378554.623396517,391412.63654691144
2013-09-30,386340.4245602801,379964.9105220078,393249.67570011684
2013-10-31,387212.8959437501,380942.97950833273,393243.4937598937
2013-11-30,388430.0479143684,381982.99490954727,394907.68655333866
2013-12-31,389749.9973340824,383222.2246740114,396437.78656450997
2014-01-31,391270.9322366325,384662.8376184252,397876.26000544825
2014-02-28,392673.0252682334,386354.49498709355,399506.01044830837
2014-03-31,394406.1176626096,387704.39820637763,401186.1698692288
2014-04-30,396242.4721724876,389788.63665797905,402762.3419097834
2014-05-31,398155.7670803728,392094.51584297634,404731.3228130994
2014-06-30,399998.37584826205,393713.4528504905,406556.5248540205
2014-07-31,401541.0597653432,395134.155738696,407510.05948098336
2014-08-31,402805.011640511,396036.3781916038,408719.8879995847
2014-09-30,403866.0460430285,397247.1142071138,410499.15240067977
2014-10-31,404838.5059303584,397970.62815349875,411078.7894675699
2014-11-30,405921.83497241745,399562.2188034367,412163.74469433335
